467	456	472	511	512	522
463	456	472	507	520	511
463	464	467	518	512	515
466	460	471	508	512	511
464	459	471	514	515	520
463	464	464	511	510	519
462	463	461	522	503	526
461	464	465	511	512	507
457	464	471	520	512	511
463	464	467	518	512	517
466	463	472	513	518	516
455	464	463	512	511	512
464	459	471	512	515	511
468	461	471	514	513	504
464	463	468	515	518	512
457	467	468	515	511	504
468	455	472	511	512	511
466	460	471	510	512	511
459	464	472	505	516	527
464	463	472	512	511	508
460	463	468	515	511	515
463	457	472	507	513	511
464	463	469	513	512	513
463	456	469	511	512	520
464	459	470	512	511	518
464	461	472	516	511	512
470	458	476	510	517	514
468	455	468	519	512	519
467	459	472	511	512	511
464	459	471	516	515	512
463	464	469	518	512	519
460	463	464	527	512	516
456	466	466	515	510	503
470	456	476	503	520	515
460	463	468	513	511	512
464	463	471	508	513	511
457	470	462	521	507	521
463	464	465	511	512	523
461	463	465	519	516	515
460	463	468	513	511	512
456	468	463	520	511	512
472	457	469	516	516	513
466	455	467	511	512	513
463	462	469	515	514	512
461	463	464	512	511	512
468	459	471	510	512	504
463	463	469	512	512	525
463	464	467	511	508	519
461	463	462	522	511	517
459	463	468	511	512	511
464	463	468	513	511	512
464	463	468	516	511	511
466	460	471	510	513	510
459	464	474	505	519	511
463	464	461	516	511	512
461	463	468	513	511	513
464	462	466	512	511	512
464	461	472	515	519	516
463	454	468	513	511	505
463	454	472	511	512	511
463	464	467	511	512	510
464	462	469	513	512	512
459	463	466	513	510	512
466	460	471	511	513	508
464	463	464	511	512	507
464	463	468	512	511	508
464	464	471	510	512	520
463	464	467	511	512	511
468	455	467	511	512	507
455	465	463	520	509	520
459	463	466	515	514	517
472	459	471	511	512	510
463	464	467	511	512	519
464	459	470	512	515	504
466	457	476	509	514	514
464	462	469	513	513	515
464	464	474	512	519	511
463	464	467	520	513	511
463	464	467	511	512	513
458	464	471	512	516	513
456	464	465	511	508	515
468	461	464	511	505	515
459	463	466	515	516	513
463	464	467	511	506	515
464	459	469	516	513	513
464	463	472	512	511	516
466	460	471	510	512	523
463	464	467	511	512	511
463	464	467	519	516	519
464	459	470	515	515	515
464	459	472	512	517	516
456	461	471	512	521	507
464	459	470	506	504	511
463	464	467	511	508	507
463	463	470	514	513	514
464	463	472	512	511	512
464	459	471	508	511	511
464	462	469	513	511	512
456	468	463	512	511	519
471	457	476	511	516	511
464	460	468	511	505	512
463	456	472	507	512	511
463	464	465	511	512	526
456	465	463	515	511	517
464	462	469	515	512	512
463	460	467	511	512	522
466	464	463	512	511	512
463	460	468	511	503	531
463	464	467	511	512	513
464	462	468	512	511	512
464	461	472	512	511	513
463	455	472	511	519	514
463	464	463	512	511	512
463	464	467	520	513	519
462	462	472	511	516	512
459	463	466	515	512	503
464	466	461	512	515	512
464	459	468	520	507	512
470	459	470	512	513	514
463	462	468	512	517	501
460	463	468	512	511	512
457	464	471	512	520	511
456	466	463	524	509	516
463	454	472	511	512	520
463	462	472	511	512	522
463	464	467	511	512	510
464	463	471	512	515	520
455	464	467	516	515	514
463	464	467	519	512	515
464	463	472	513	511	517
464	459	470	512	517	510
455	459	471	512	515	504
456	468	463	517	516	513
463	464	467	511	508	511
463	463	468	512	511	512
464	459	471	512	513	510
464	459	470	512	517	520
463	456	472	511	518	516
463	462	470	513	512	514
464	463	464	520	511	512
460	463	468	513	511	512
464	457	471	512	515	508
456	469	462	526	505	522
463	464	467	510	512	511
459	460	474	505	514	513
464	459	471	512	512	511
464	459	471	508	511	516
463	462	470	515	514	511
463	464	466	517	512	517
464	463	472	512	511	514
460	463	468	515	512	522
463	458	471	516	515	524
459	462	470	512	515	512
463	464	467	518	512	511
460	463	472	509	516	511
464	459	470	514	511	512
469	457	476	511	520	503
474	457	469	513	509	524
463	460	469	511	513	519
463	464	467	518	512	519
464	462	470	512	514	511
464	463	464	527	503	511
458	464	471	512	511	512
464	459	472	512	511	508
464	462	471	512	520	513
464	459	461	524	509	516
464	457	471	512	515	511
463	462	471	512	512	511
463	462	465	511	512	507
464	455	468	511	511	512
464	460	471	512	511	512
464	459	471	512	515	514
463	460	468	511	512	513
459	463	468	513	511	512
466	455	464	520	512	515
464	459	464	511	515	514
460	463	468	513	511	504
463	462	466	519	512	519
464	461	470	514	513	514
463	456	473	507	512	511
455	460	475	512	522	501
464	463	468	513	511	521
464	459	468	511	505	516
464	459	472	513	511	512
458	463	468	513	510	512
464	468	462	526	512	505
463	458	471	511	512	511
464	464	467	505	516	512
464	457	471	512	513	497
463	463	468	515	516	517
464	458	469	515	514	515
466	456	471	516	513	518
463	464	467	518	514	516
461	462	466	515	511	512
463	460	467	511	512	523
466	459	464	520	513	520
465	461	470	515	514	511
464	464	463	512	511	505
464	461	468	512	510	499
457	464	471	512	511	501
470	455	468	511	512	527
463	462	465	511	508	512
463	460	467	519	512	525
463	462	465	519	516	507
464	463	468	515	511	512
465	460	469	514	514	520
468	456	471	510	513	508
463	460	466	512	511	501
464	463	468	512	511	512
464	463	468	512	511	513
462	460	469	514	511	505
464	459	468	515	518	512
463	460	463	512	511	516
465	460	470	512	511	505
471	452	476	507	517	514
466	460	469	515	514	520
463	458	467	520	513	519
463	458	467	511	512	511
463	458	468	511	512	529
464	459	468	512	511	504
466	459	470	513	511	512
463	460	465	515	512	513
459	457	471	512	515	522
464	462	461	521	511	518
464	459	468	515	511	514
466	459	476	511	515	516
469	456	469	520	513	523
466	463	464	520	512	518
465	452	473	507	526	501
464	459	468	513	511	512
467	459	464	514	513	511
470	456	469	511	512	511
469	459	472	512	517	520
464	463	463	525	507	515
461	458	470	516	514	515
468	459	476	511	512	524
468	455	472	513	519	516
471	456	469	520	515	522
463	456	477	502	511	520
470	456	471	508	512	511
468	463	464	516	511	512
467	460	467	518	512	519
470	456	471	510	512	501
472	453	478	505	511	518
465	459	468	512	511	505
464	457	471	512	515	510
471	456	469	511	512	510
471	458	467	511	512	515
462	467	464	518	516	513
465	459	468	515	511	517
472	456	471	512	512	512
471	456	471	520	513	520
465	461	468	513	511	515
468	458	470	512	513	515
470	459	470	514	514	514
464	459	471	512	520	511
471	458	467	511	512	511
468	455	472	512	515	520
464	461	471	511	512	511
470	459	469	522	511	512
472	453	472	511	511	513
467	460	468	515	504	512
471	458	467	511	512	523
469	459	470	514	512	512
465	459	468	515	520	513
472	456	471	512	521	511
472	456	471	514	507	512
471	456	471	511	512	510
469	459	471	514	520	511
465	459	468	513	510	507
472	456	466	511	503	512
470	456	471	500	516	515
468	455	472	513	519	520
469	459	471	519	504	513
470	459	471	514	513	515
472	458	471	512	522	512
471	456	468	511	512	516
471	456	471	520	513	511
469	459	469	512	520	513
465	459	468	515	511	512
465	461	468	512	510	512
468	459	471	512	517	511
471	453	470	514	511	514
467	459	471	514	512	516
464	459	468	512	511	512
471	450	468	511	505	516
463	450	474	506	516	516
463	462	468	511	508	507
473	452	468	515	510	519
464	459	472	513	511	520
468	455	471	511	512	511
456	464	465	520	507	512
464	457	472	512	511	508
467	452	472	511	511	519
463	460	467	511	508	515
466	459	474	512	517	508
468	451	476	511	512	511
463	456	471	511	512	511
459	459	472	515	511	504
463	460	472	514	513	513
456	464	467	512	511	512
456	465	464	521	507	528
463	456	471	520	513	519
463	456	471	511	512	511
463	460	469	511	512	511
458	461	472	512	511	502
468	453	470	514	512	516
463	460	467	511	512	511
458	463	468	515	511	503
460	459	472	513	511	504
464	455	472	512	511	508
469	453	471	516	514	506
461	460	469	511	512	515
456	461	472	512	504	511
460	455	472	512	511	505
460	457	472	512	517	520
456	463	464	509	511	526
463	452	468	511	511	515
459	463	464	518	511	512
456	461	472	515	512	511
460	457	471	514	515	511
456	463	468	513	511	517
459	460	471	514	514	512
452	461	467	517	511	512
462	456	471	512	522	503
456	459	464	520	513	510
459	460	471	512	512	511
459	460	467	511	510	513
456	463	464	517	511	517
460	457	464	511	504	524
456	460	471	511	507	512
460	460	471	520	511	512
462	456	471	511	512	511
460	460	471	515	514	512
457	463	463	516	507	512
463	460	471	512	520	511
460	460	479	512	518	503
462	457	471	512	515	516
463	460	471	511	512	519
459	456	476	512	525	505
458	459	472	513	511	514
455	467	465	520	511	512
463	456	471	516	515	520
463	460	469	520	513	515
461	455	464	511	512	507
463	460	467	512	511	511
462	464	471	512	511	509
459	462	468	519	516	515
463	460	471	515	513	520
455	463	467	516	514	511
463	456	476	506	516	511
470	455	476	507	513	517
461	462	468	515	511	512
468	456	471	520	515	518
466	455	476	511	515	511
464	461	471	515	514	509
464	464	471	512	520	511
461	462	468	513	510	513
463	460	469	511	507	512
457	464	467	516	515	508
463	462	468	511	508	512
463	460	467	519	516	511
463	458	471	511	512	510
468	456	471	511	513	524
470	453	478	507	516	511
463	462	468	519	516	515
463	462	468	519	505	508
463	460	467	511	512	512
466	457	471	512	513	506
458	467	465	520	511	512
464	459	472	515	518	512
468	456	471	520	511	512
465	460	470	515	512	516
464	463	464	522	503	527
458	468	467	512	511	512
466	456	471	516	513	518
464	457	471	508	512	508
464	459	472	516	511	512
460	463	468	513	510	503
471	455	471	518	515	512
459	463	468	515	511	513
467	453	472	515	511	505
455	459	475	512	521	505
459	462	468	519	516	515
456	468	464	517	507	519
464	457	472	512	515	510
463	460	471	512	511	514
463	458	468	511	512	525
457	462	468	513	511	512
463	456	476	512	514	511
460	455	472	512	511	512
457	463	464	520	512	511
459	462	462	518	511	512
455	464	469	516	515	515
456	463	464	525	507	513
459	460	467	511	505	511
462	456	471	516	515	511
460	459	472	511	512	524
455	452	474	507	513	511
459	460	468	512	520	500
459	460	467	519	512	519
455	456	475	511	513	510
458	463	464	511	502	517
455	462	468	511	510	512
456	460	474	512	515	508
456	459	472	512	515	511
460	459	471	512	513	520
455	456	478	512	511	508
455	462	468	517	511	515
460	461	472	512	511	512
460	457	471	516	513	520
449	457	471	516	515	511
459	455	468	510	515	516
453	462	468	515	511	512
456	461	468	512	511	506
464	451	469	511	503	516
460	456	471	510	512	510
455	464	467	515	512	513
460	457	472	512	515	510
464	459	464	520	507	515
460	456	471	510	512	504
462	456	471	514	512	524
455	459	470	515	513	513
