463	464	467	518	512	512
463	464	467	511	512	516
463	463	470	515	513	514
459	463	466	519	516	512
463	464	467	511	506	526
460	463	468	519	512	520
463	464	467	518	512	519
464	463	470	514	512	516
460	463	468	512	511	506
463	464	466	511	503	512
463	464	467	520	507	520
463	464	467	511	512	511
463	463	469	516	520	503
466	460	471	510	512	511
463	464	463	512	522	507
464	463	470	512	520	511
470	456	476	505	511	515
464	463	469	515	512	512
463	464	465	519	512	519
463	464	467	511	512	511
460	463	461	518	511	514
459	458	472	512	517	520
464	463	470	514	511	512
464	460	471	511	512	511
460	466	463	512	511	508
460	458	474	505	524	507
463	464	467	519	514	519
463	462	472	511	518	504
464	459	471	512	513	508
462	463	461	520	512	518
463	454	472	509	517	513
463	464	465	511	508	507
463	463	464	512	511	508
464	463	468	515	511	505
464	463	472	512	511	514
463	459	468	511	505	520
459	463	468	515	511	515
461	460	472	512	515	516
464	459	470	511	512	512
459	456	472	512	515	516
455	464	467	517	513	514
460	463	468	513	511	504
468	463	472	512	511	510
463	464	467	511	512	519
456	466	463	516	511	512
466	457	469	515	514	515
463	459	471	508	509	511
460	463	468	512	511	508
463	463	470	514	513	513
463	456	472	511	512	511
463	458	467	515	512	514
463	464	465	517	510	515
463	460	468	511	505	512
459	463	468	512	510	512
463	464	467	511	512	511
472	459	470	516	513	510
463	464	469	510	512	511
457	462	475	512	516	513
464	459	471	512	513	512
464	461	472	512	511	508
464	463	464	511	518	511
459	463	466	515	510	515
464	459	471	506	520	526
464	459	471	512	512	511
463	464	467	510	512	511
462	463	470	513	512	512
463	464	465	511	510	507
464	459	464	516	507	515
459	463	468	512	511	501
455	468	467	512	511	513
462	462	470	514	513	519
464	459	471	512	513	510
464	459	470	516	515	516
463	462	470	512	514	511
468	455	476	509	514	517
463	462	470	515	512	512
463	464	467	511	512	519
464	462	471	512	520	512
464	457	464	524	507	511
464	457	471	508	512	511
463	462	467	512	516	513
459	463	468	515	511	515
456	464	463	518	508	513
464	462	471	512	515	517
463	464	467	520	512	519
463	460	469	511	510	513
459	463	466	515	510	515
463	456	472	511	512	522
464	455	472	507	515	518
459	463	466	515	511	512
466	460	471	516	513	511
464	462	470	514	513	514
463	456	474	506	516	511
463	456	476	507	517	511
463	464	467	518	512	515
464	460	469	511	504	517
463	460	469	511	512	511
461	463	468	513	511	499
